golden_id,customer_message,context,true_intent,predicted_intent,intent_confidence,retrieval_score,retrieved_customer_message,historical_brand_response,predicted_action,expected_action,decision_reason,generated_reply,intent_correct,action_correct
16,@193767 @AppleSupport @116333 @119462 @123857 Battery lasting barely one day now 😡,,how_to_settings,battery_power,0.3573,0.834,@AppleSupport @482425 Battery does not even last half a day. VERY DISSAPOINTED with the support @115858 @AppleSupport,None,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
17,@AppleSupport That worked thank you!,"customer: @applesupport everytime I️ type the word “I️” this happens. How do I️ fix this?
brand: @777951 Thanks for reaching out. We recently released iOS 11.1.2, so let’s go ahead and upgrade to that latest version, then let us know how things go from there. This article will guide you: https://t.co/80YRnjDFDk",connectivity,how_to_settings,0.4441,0.8265,"@AppleSupport, I️ update my iOS and the word “I️” is affected in my text messages and emails... this needs to be fixed yesterday.","We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
18,@AppleSupport What shall i do? https://t.co/xpTaWv3KdV,"customer: @AppleSupport help! My iPhone won’t turn on 😭
brand: @793021 We're here for you. We'd like to start off with which model iPhone you're using and anything else you can tell us about what happened before you discovered it would not power on. Thanks!
customer: @AppleSupport I’m using an iPhone 7 and i was browsing the net before sleeping when I woke up it was off and it won’t turn on
customer: @AppleSupport I’m connecting it now to the iTunes to update it but it’s taking too long and I’m waiting",apple_music_media,how_to_settings,0.6649,0.7295,"@AppleSupport sooooo my iPhone won't turn back on, and its been sitting on a charger for 5 hours...",We'd like to help! Send us a DM with the country that you are located in to continue.,auto_handle,auto_handle,sufficient_confidence_and_evidence,We'd like to help! Send us a DM with the country that you are located in to continue.,False,True
19,"@AppleSupport No error message, just constant spinning dial whilst phone/app connecting to exchange. Must be a 30sec lag compared to instant pre new IOS","customer: @AppleSupport Ok thank you. I’ll dm you. What info do you need? Code from back of phone?
brand: @167330 DM us what model phone you are using and we can help out. https://t.co/GDrqU22YpT
customer: @AppleSupport New ios 11.0.2 still does not resolve Mail app issues!! Cannot connect to Microsoft office exchange without searching for ages
brand: @167330 We'd love to help in any way we can. What's happening exactly with your exchange account? Are you getting an error message?",device_troubleshooting,purchase_store_refund,0.173,0.7529,@AppleSupport I can’t connect to Exchange via Mail app on iOS 11.1 when on my iPhone X but the same settings and OS on iPhone 7 is fine,We'd like to help. Please DM us here to start:,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
20,Hey @115858 I don’t think you fixed the glitch.,,general_or_insufficient_context,device_troubleshooting,0.3156,0.8228,Hey @115858 could you fix the glitch? THANKS I️,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
21,Around what time are y’all gone stop ignoring this box issue? @AppleSupport @115858,,software_update,device_troubleshooting,0.3385,0.7024,@AppleSupport FIX THIS I️ box stuff NOW TF. Y’all had four days,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
22,@AppleSupport Sure,,device_troubleshooting,device_troubleshooting,0.2847,0.8423,@AppleSupport Have messaged,None,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
23,I️ need answers. Why do I️ still get that box with the question mark. My phone is updated. @AppleSupport,,connectivity,device_troubleshooting,0.4313,0.8958,@AppleSupport Why does the box with the question mark keep appearing when I️ updated my phone ???,Thanks for reaching out to us. We are always happy to help. Send us a DM with more details so we can look into this with you.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
24,@AppleSupport We use Family Sharing. We use one Apple ID for all our iTunes purchases but each family member has an iCloud email address.,"customer: @AppleSupport I’ve never been able to figure out how to set all my family members up on our Apple Music family subscription without their song likes, plays and library additions showing up on my profile (which is the master account). Any detailed instructions anywhere on this?
brand: @235792 We'd like to help out the best way we can with your family's subscription to Apple Music and your library. Does their additions and songs appear on only one device or multiple? How many family members do you have on the account? Do these appear from all members?
customer: @AppleSupport If my wife or daughter add a song to their library on their iPhones, the song shows up in my library. Also their most recently-played radio stations show up at the top of my stations list. And their playlists show up on my list of playlists.
brand: @235792 We'll do our best to get things sorted out, so you each only see your preferred music. To get us headed in the right direction, do you use Family Sharing, and do each of you have your own Apple ID?",battery_power,apple_music_media,0.5917,0.7226,Really need @AppleSupport right now. So bloody confused about my family Apple Music accounts. Need help,We know it's important to enjoy your music and understand how Apple Music works. We'd be happy to help out. Let's meet in DM.,auto_handle,auto_handle,sufficient_confidence_and_evidence,We know it's important to enjoy your music and understand how Apple Music works. We'd be happy to help out. Let's meet in DM.,False,True
25,"@AppleSupport don’t know what you did when updated podcasts but it sucks. I delete the last episode in my library, I get unsubscribed?",,account_security,apple_music_media,0.6789,0.8348,"@AppleSupport That worked — thanks! ...can you also tell me why I keep getting unsubscribed from one of my podcasts? Just one, not the others",We are glad that you are all set. Are you able to re-subscribe to the podcast? You can review the steps in this article:,auto_handle,escalate,sufficient_confidence_and_evidence,We are glad that you are all set. Are you able to re-subscribe to the podcast? You can review the steps in this article:,False,False
26,"@AppleSupport hi, my shipment W488495674 BeatsX has broken, how i claim the warantee?",,device_troubleshooting,device_troubleshooting,0.2583,0.7233,"So my Beats X broke after 3 months, had to organise a repair, Apple have now sent me an invalid shipping label and support hasn't a clue",We want to help. Tell us more about what's happening in DM.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
27,"@AppleSupport I’m playing music on Spotify now, why isn’t Control Centre connected to it? I’m on an iPhone 7. #iOS11 https://t.co/8WBTSvKb7u",,purchase_store_refund,apple_music_media,0.5099,0.8116,@AppleSupport Spotify not showing up in control center while playing.,We're happy to help. Does the native Music app display in the Control Center?,auto_handle,escalate,sufficient_confidence_and_evidence,We're happy to help. Does the native Music app display in the Control Center?,False,False
28,I'm so confused by this damn apple A thing with that square with the question mark y'all got me fucked up @115858,,apple_music_media,device_troubleshooting,0.2438,0.7876,Apple needs to figure it the fuck out because these question marks in the fucking box are not what I’m about @115858,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
29,@68407 *sigh* I need this @AppleSupport @115858 glitch to be fixed ASAP! 😔,,app_service_issue,device_troubleshooting,0.3196,0.8766,@115858 @AppleSupport FIX THIS I️ glitch!!!!!!,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
30,@AppleSupport The problem is that with iOS 11.0.2 the battery of my iPhone 6 runs empty after minimal usage. I cannot work with a disfunctional phone,"customer: @AppleSupport With power saving mode ON
brand: @202200 Let's move to DM for a closer look. When did the issue begin? https://t.co/GDrqU22YpT
customer: Nauwelijks de telefoon gebruikt vandaag en nu voor de 2e keer aan de oplader. Dit is knap waardeloos @AppleSupport
brand: @202200 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",how_to_settings,software_update,0.2288,0.7263,iOS 11.1 on iPhone 6 Battery drain increased. You guys should retire gracefully if you can’t solve simple problem @AppleSupport,Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
31,@AppleSupport 11.0.2,"customer: I’m so annoyed w/ @115858’s screen recording. It always cuts out the audio in the middle of my recording. Does anyone else have this problem?
brand: @125133 We can definitely look into this with you. If you press and hold the Screen Recording option, is your Microphone on?
customer: @AppleSupport No
brand: @125133 What version of iOS are you running? This can be found in Settings &gt; General &gt; About.",device_troubleshooting,device_troubleshooting,0.5825,0.7724,um why does the sound cut out whenever i screen record w audio on @applesupport,Let's look into this. DM us with more detail.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Let's look into this. DM us with more detail.,True,True
32,@AppleSupport ?,"customer: @AppleSupport I update phone and I don’t have access to the Apple Pay between friends ...I don’t see icon in messages and I have Apple Pay and everything set up
brand: @251466 If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.
customer: @AppleSupport I do have 11.2!!!",software_update,how_to_settings,0.3433,0.7061,@AppleSupport Dose iOS 11 have Sms pay? If so how do I use it,"If you're referring to Apple Pay via iMessage, we'd recommend keeping an eye out for the release at:",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
33,"@AppleSupport Okay - trying to restore iPod Classic. iTunes is not recognizing the drive to restore. Already booted into DFU mode, what next?",brand: @461661 We'd be happy to help with an issue you may have or schedule an appointment for you.,battery_power,apple_music_media,0.315,0.655,Let's try this again. @AppleSupport my iPod is stuck on this screen. It won't update or restore through iTunes. Please help https://t.co/IRVcpha3Rf,Thanks for reaching out to us. We'd like to help out. Let's start with these setsp:,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
34,@AppleSupport I updated my phone two days ago and just now for 20 minuets my phone was repeatedly turning off and on! 🙄🙄🤦🏽‍♀️,,connectivity,device_troubleshooting,0.3517,0.8183,@AppleSupport MY PHONE HAS BEEN STUCK UPDATING FOR 15 HOURS!!!!,We're here to help. Can you tell us if you are updating applications or are you trying to update the operating system?,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
35,@AppleSupport I hate iOS 11 with a passion! It is garbage!!! Fix it now!! My Health app doesn’t refresh now. Can you just fix it already?!? I wish I had purchased an android. I have never been so disappointed with Apple 😡 #ios11sucks,,app_service_issue,purchase_store_refund,0.4081,0.7157,@AppleSupport new IOS 11 causing electronic medical rececord app MyMedRec to not work and important medical data unavailable!,We'll help anyway we can. Is this only happening with the third-party app?,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
36,"@AppleSupport we are not getting response from apple India wrote two mails , i hvent expect such from apple inc.",,general_or_insufficient_context,purchase_store_refund,0.3961,0.7883,@AppleSupport can you please help me with apple India customer care no.?,We'd be happy to help. Please DM us details of what exactly is going on and we'll continue with you there.,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
37,"@AppleSupport Very unhappy with the experience after the ios 11 update. Phone's getting stuck, screen rotate not working at times, keypad not working while adding calls :( iphone never used to give surprises like these in the past!",,purchase_store_refund,app_service_issue,0.644,0.8028,Well I tried... but iOS 11 still sucks. @AppleSupport bugs with apps that are updating getting stuck.. and issues with auto-rotate..,We're here for you. Which version of iOS 11 are you running? Check by tapping Settings &gt; General &gt; About.,auto_handle,escalate,sufficient_confidence_and_evidence,Thanks for the details. We're here for you. Which version of iOS 11 are you running? Check by tapping Settings &gt; General &gt; About.,False,False
38,@AppleSupport Thanks 😄,"brand: @501624 You're welcome. If you have questions in the future, feel free to reach out to us here.
customer: @AppleSupport y’all need to do something about these keyboards
brand: @501624 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz",general_or_insufficient_context,software_update,0.3381,0.7453,i don’t know what’s up with this keyboard of mine. @AppleSupport,"We’d like to understand more about this. DM us some details of what's going on, and we’ll take it from there.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
39,"@AppleSupport my timer and alarms won’t work. When I set a timer, it counts down and just disappears. And alarms won’t even notify me.",,account_security,device_troubleshooting,0.315,0.8143,@AppleSupport my alarm/timer has suddenly stopped working. Tried to restart and reset my phone and still nothing. Any suggestions?,"We'd like to take a closer look at this to figure out the best path forward. Send over more details of what's happening specifically via DM. Along with that, let us know what type of iPhone you're using and your current iOS version.",escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
40,@115858 please fix this I️ can’t handle it.,,apple_music_media,device_troubleshooting,0.3735,0.7969,@115858 fix your problem please. “I️t is unacceptable,We certainly understand how frustrating that can be. Are you up to date on iOS 11.1.1? This update was intended to fix that issue. Go ahead and send us a DM.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
41,@AppleSupport Check: Latest iTunes ☑️ Reiliable Wi-fi ☑️. Have iTunes unknown error ❌ 0xE8000013 wen trying 2activate via iTunes! Still server unreachable,"customer: Dear @AppleSupport iOS11 gettin' 2 me! Can we downgrade bac to 10.3.3! My i6+ device not happy wit iOS11 (11.0.3) full restore! Any help! https://t.co/sqKYKXY7EG
brand: @502933 We'd love to help you with iOS 11. Try this first: https://t.co/ywHIZGN4Ac",device_troubleshooting,apple_music_media,0.3132,0.7251,"@AppleSupport @115858 for iPhone 6 users, iOS11 is a punishment. Please help. How to downgrade to 10.3",We can help look into why this is occurring. Send us a DM with your device &amp; iOS version to get started.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
42,@187675 @AppleSupport Thank you. You should move that button back to Display &amp; Brightness where it used to be &amp; makes more sense. #buried,,general_or_insufficient_context,device_troubleshooting,0.4625,0.7148,@AppleSupport Manually change on this screen. Brightness reverts back to level of bulb https://t.co/eGgpu1n5U5,Let's check to see if Auto-Brightness is on. You can check in Settings &gt; General &gt; Accessibility &gt; Display Accommodations.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
43,"@AppleSupport I’m now on my second I watch, and have tried the reset&amp;restart my phone and I watch etc and still not solved any problems","customer: @AppleSupport on my second I watch in a space of 4 days, apps won’t work, is there an issue with the update?! Really not impressed...
brand: @128689 We're delighted to help. What's going on with your apps? Are they unable to open? Let us know a little more about the situation.
customer: @AppleSupport It’s the instagram, and Barclays and whatsapp apps. Instagram has lost connection. Barclays just keeps loading and and doesn’t register
customer: @AppleSupport And whatsapp doesn’t open when I tap the tab, just shows me who’s text on the screen and doesn’t let me open the message",software_update,device_troubleshooting,0.7218,0.7208,"@AppleSupport hi! My Apple Watch won't open WhatsApp, instagram and Facebook messenger....any advice? It's brand new....",Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together.,False,True
44,@AppleSupport it don’t work!!!,"customer: @115858 fix this stupid “?” glitch or i’m switching to a android 🙃
brand: @206670 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",connectivity,software_update,0.4002,0.7202,@AppleSupport when are you going to fix this messaging glitch 😭 pls halp,We're always happy to help where we can. Take a look at this article for some steps to help with this:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
45,@AppleSupport It’s not hidden. I’ve checked,"customer: @AppleSupport An album in iTunes library isn’t there anymore or in the cloud. It was a purchase
brand: @419386 Let's see what's going on with that album. First, let's make sure it's not hidden: https://t.co/jjLUETEY0J",battery_power,apple_music_media,0.6489,0.743,@AppleSupport a whole music album went missing from my library,"Do you have Apple Music? Send us a DM, and let us know.",auto_handle,auto_handle,sufficient_confidence_and_evidence,"Do you have Apple Music? Send us a DM, and let us know.",False,True
46,"@AppleSupport Please note that I have also lost numbers that were saved in my note pad app which were crucial to me such as WiFi access, modem reset pins, bank accounts etc. Kindly assist urgently. Regards Thabo, from South Africa (2)",,app_service_issue,connectivity,0.3839,0.6588,@AppleSupport I will try and back it up from my laptop if not the I will have lost all my numbers,Let's take a closer look at this together. Please DM us and let's work together there.,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
47,@AppleSupport I had not reset my device since I updated to iOS 11. Thanks for the tip.,"customer: @AppleSupport Model A1490
brand: @165441 Thanks. Did you turn off the Cellular Data option from your Settings? Settings &gt; Cellular &gt; Cellular Data.
customer: @AppleSupport The potential mobile provider is Sprint fwiw
brand: @165441 After switching off the Cellular Data option from your Settings, did you restart your device? https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT",device_troubleshooting,how_to_settings,0.5374,0.7451,"@AppleSupport Yes, same issue with cellular data. Also, the phone was restarted when I updated to the latest iOS version","Are you able to see anything in the other section of the App Store? For example, Today, Games or Update?",auto_handle,auto_handle,sufficient_confidence_and_evidence,"Are you able to see anything in the other section of the App Store? For example, Today, Games or Update?",False,True
48,@AppleSupport USA,"customer: iPhone x severe wifi connection issues compared to iPad Pro and Google Pixel 2 XL on same network. iPad and Pixel connections are immediate. iPhone X cannot seem to connect for email, twitter, ring doorbell, anything. @115858 @AppleSupport
brand: @623494 We'd love to look into this with you! To start, what iOS version are you currently on? Are you receiving any errors?
customer: @AppleSupport No errors. Just slow to connect. Version 11.0.1. I'm not upgrading to 11.1 because of known issues with that upgrade. I'm typing this on my pixel because again the X won't connect. It'll resolve itself in 5-10 mins but I didn't spend $1150 to wait when other devices connect fine.
brand: @623494 So that we can look into this further, feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT",how_to_settings,connectivity,0.5834,0.6874,@581156 @115858 It was already finicky connecting with each subsequent update. Then finally no more with iOS 11. It’s 6months old. Lol,"Fill us in via DM on the iOS device in use, and then we can work with you to get this running properly again!",escalate,auto_handle,low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
49,@AppleSupport neither the flashlight or camera lock screen buttons work on the #iPhoneX #iOS 11.1,,purchase_store_refund,device_troubleshooting,0.8884,0.678,"@AppleSupport iPhone X, on the lock screen, camera and flashlight buttons are green and I can’t use them. Searched but cant fix it. Any help?",Congratulations on your new iPhone X! We know how important it is to have your new device working as expected. Let's work together in DM here:,escalate,escalate,low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
50,@524124 Nah @115858 needs to fix it ASAP 💀,,general_or_insufficient_context,device_troubleshooting,0.3379,0.769,So @115858 when are you going to fix this I️ message that keeps happening???,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
51,@115858 where the hell have all my photos gone from my phone?!! Just updated and 2 years of photos have vanished??!!!,,software_update,apple_music_media,0.407,0.8307,I RESTARTED MY PHONE AND NOW ALL MY PHOTOS FROM THE LAST 3 YEARS ARE GONE??????? @115858 wtf,We'd be happy to help. Send us a DM and we can start there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
52,@AppleSupport Hi I’ve just installed a new hard drive in my MacBook and on opening Safari it re-opens with the last used search criteria in the bar / do you know how I get it to re-open with a clean search bar pls ?,,device_troubleshooting,how_to_settings,0.4305,0.5689,@AppleSupport kindly see attached. Search bar is always on. https://t.co/3PGouUZFbt,We can definitely see what you mean and we'd like to help. Which iOS version is installed? Has your iPhone been restarted?,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
